"","row","words_1970","n_1970","NA","words_1975","n_1975","NA","words_1980","n_1980","NA","words_1985","n_1985","NA","words_1990","n_1990","NA","words_1995","n_1995","NA","words_2000","n_2000","NA","words_2005","n_2005","NA","words_2010","n_2010","NA","words_2015","n_2015","NA"
"172",172,"death",18,0.000893433265498585,"tourist",26,0.000851621356043236,"rancher",43,0.000687417070324365,"casualties",41,0.00060932112709547,"manager",44,0.000670966954877472,"attackers",57,0.0009000900090009,"camp",113,0.000956581364440569,"deputy",211,0.000806695187738233,"boko",462,0.000773408151922807,"refugee",130,0.00074821005133872
"173",173,"destroyed",18,0.000893433265498585,"tv",26,0.000851621356043236,"teacher",43,0.000687417070324365,"colonel",41,0.00060932112709547,"person",44,0.000670966954877472,"bar",57,0.0009000900090009,"guns",113,0.000956581364440569,"morning",211,0.000806695187738233,"elections",461,0.000771734108303926,"launchers",129,0.000742454589405346
"174",174,"exploitation",18,0.000893433265498585,"italian",25,0.000818866688503112,"union",43,0.000687417070324365,"credit",41,0.00060932112709547,"facility",43,0.000655717705902984,"extremists",57,0.0009000900090009,"palestinian",113,0.000956581364440569,"minister",210,0.000802871987796346,"shabaab",458,0.000766711977447284,"railway",129,0.000742454589405346
"175",175,"iowa",18,0.000893433265498585,"mine",25,0.000818866688503112,"bar",42,0.000671430626828449,"dept",41,0.00060932112709547,"moslem",43,0.000655717705902984,"owned",57,0.0009000900090009,"threw",113,0.000956581364440569,"head",209,0.000799048787854458,"thrown",457,0.000765037933828404,"donetsk",127,0.000730943665538596
"176",176,"land",18,0.000893433265498585,"palace",25,0.000818866688503112,"land",42,0.000671430626828449,"rico",41,0.00060932112709547,"cultural",42,0.000640468456928496,"bridge",56,0.000884298956211411,"democratic",112,0.000948116042631361,"mine",208,0.000795225587912571,"hand",456,0.000763363890209523,"inside",127,0.000730943665538596
"177",177,"letter",18,0.000893433265498585,"protestants",25,0.000818866688503112,"maria",42,0.000671430626828449,"vice",41,0.00060932112709547,"explosives",42,0.000640468456928496,"indonesia",56,0.000884298956211411,"central",111,0.000939650720822152,"northern",208,0.000795225587912571,"officials",456,0.000763363890209523,"tripoli",127,0.000730943665538596
"178",178,"michigan",18,0.000893433265498585,"supermarket",25,0.000818866688503112,"soldiers",42,0.000671430626828449,"airport",40,0.000594459636190703,"government",42,0.000640468456928496,"caused",55,0.000868507903421921,"strip",111,0.000939650720822152,"threw",208,0.000795225587912571,"camp",453,0.000758341759352882,"employee",126,0.000725188203605221
"179",179,"mine",18,0.000893433265498585,"al",24,0.000786112020962987,"caliber",41,0.000655444183332534,"french",40,0.000594459636190703,"guards",42,0.000640468456928496,"france",55,0.000868507903421921,"macedonia",110,0.000931185399012944,"targets",207,0.000791402387970684,"karachi",452,0.000756667715734001,"front",125,0.000719432741671847
"180",180,"motive",18,0.000893433265498585,"base",24,0.000786112020962987,"clinic",41,0.000655444183332534,"indian",40,0.000594459636190703,"jeep",42,0.000640468456928496,"passenger",55,0.000868507903421921,"south",110,0.000931185399012944,"post",206,0.000787579188028796,"militants",443,0.000741601323164076,"motorcycle",122,0.000702166355871722
"181",181,"oil",18,0.000893433265498585,"bookstore",24,0.000786112020962987,"commercial",41,0.000655444183332534,"john",40,0.000594459636190703,"jewish",42,0.000640468456928496,"belfast",54,0.000852716850632432,"thrown",108,0.000914254755394526,"construction",204,0.000779932788145022,"kg",440,0.000736579192307435,"rpgs",122,0.000702166355871722
"182",182,"program",18,0.000893433265498585,"cars",24,0.000786112020962987,"francisco",41,0.000655444183332534,"judge",40,0.000594459636190703,"student",42,0.000640468456928496,"campaign",54,0.000852716850632432,"president",107,0.000905789433585318,"destabilize",202,0.000772286388261247,"commander",435,0.000728208974213032,"anti",121,0.000696410893938347
"183",183,"usis",18,0.000893433265498585,"cuban",24,0.000786112020962987,"soviet",41,0.000655444183332534,"rail",40,0.000594459636190703,"defense",41,0.000625219207954008,"election",54,0.000852716850632432,"related",107,0.000905789433585318,"political",200,0.000764639988377472,"candidate",434,0.000726534930594152,"pipeline",120,0.000690655432004973
"184",184,"wisconsin",18,0.000893433265498585,"cultural",24,0.000786112020962987,"turkish",41,0.000655444183332534,"soldiers",40,0.000594459636190703,"election",41,0.000625219207954008,"fired",54,0.000852716850632432,"movement",106,0.000897324111776109,"diyala",197,0.00075317038855181,"explosion",434,0.000726534930594152,"abdul",118,0.000679144508138223
"185",185,"attacks",17,0.000843798084081997,"driver",24,0.000786112020962987,"water",41,0.000655444183332534,"theater",40,0.000594459636190703,"owner",41,0.000625219207954008,"greece",54,0.000852716850632432,"train",106,0.000897324111776109,"remote",197,0.00075317038855181,"haram",434,0.000726534930594152,"center",118,0.000679144508138223
"186",186,"board",17,0.000843798084081997,"main",24,0.000786112020962987,"colonel",39,0.000623471296340703,"van",40,0.000594459636190703,"teacher",41,0.000625219207954008,"hq",54,0.000852716850632432,"belonging",105,0.000888858789966901,"driver",196,0.000749347188609923,"center",433,0.000724860886975271,"official",116,0.000667633584271474
"187",187,"bronx",17,0.000843798084081997,"pipe",24,0.000786112020962987,"department",39,0.000623471296340703,"women's",40,0.000594459636190703,"temple",41,0.000625219207954008,"information",54,0.000852716850632432,"bombing",105,0.000888858789966901,"gaza",194,0.000741700788726148,"day",430,0.000719838756118629,"sheikh",116,0.000667633584271474
"188",188,"courthouse",17,0.000843798084081997,"railway",24,0.000786112020962987,"gas",39,0.000623471296340703,"worker",40,0.000594459636190703,"food",40,0.00060996995897952,"motive",54,0.000852716850632432,"elections",105,0.000888858789966901,"inside",194,0.000741700788726148,"propelled",430,0.000719838756118629,"pistol",115,0.000661878122338099
"189",189,"george",17,0.000843798084081997,"secretary",24,0.000786112020962987,"labor",39,0.000623471296340703,"tank",39,0.000579598145285935,"gas",40,0.00060996995897952,"spain",54,0.000852716850632432,"rocket",103,0.000871928146348483,"center",193,0.000737877588784261,"authorities",428,0.000716490668880868,"battalion",112,0.000644611736537975
"190",190,"independence",17,0.000843798084081997,"thomas",24,0.000786112020962987,"son",39,0.000623471296340703,"bar",38,0.000564736654381168,"major",40,0.00060996995897952,"sustained",54,0.000852716850632432,"defused",102,0.000863462824539275,"force",192,0.000734054388842373,"muhammad",426,0.000713142581643107,"attached",110,0.000633100812671225
"191",191,"oregon",17,0.000843798084081997,"village",24,0.000786112020962987,"ambush",38,0.000607484852844788,"club",38,0.000564736654381168,"mohammed",40,0.00060996995897952,"al",53,0.000836925797842942,"left",102,0.000863462824539275,"indian",191,0.000730231188900486,"multiple",424,0.000709794494405346,"liberation",110,0.000633100812671225
"192",192,"paul",17,0.000843798084081997,"airline",23,0.000753357353422863,"constabulary",38,0.000607484852844788,"cooperative",38,0.000564736654381168,"homemade",39,0.000594720710005032,"central",53,0.000836925797842942,"mortar",102,0.000863462824539275,"ali",186,0.000711115189191049,"information",423,0.000708120450786466,"government",108,0.000621589888804475
"193",193,"reserve",17,0.000843798084081997,"corp",23,0.000753357353422863,"african",37,0.000591498409348872,"lt",38,0.000564736654381168,"protestant",39,0.000594720710005032,"troops",53,0.000836925797842942,"targeted",102,0.000863462824539275,"evening",186,0.000711115189191049,"ukraine",422,0.000706446407167585,"head",108,0.000621589888804475
"194",194,"street",17,0.000843798084081997,"forces",23,0.000753357353422863,"buses",37,0.000591498409348872,"political",38,0.000564736654381168,"carlos",38,0.000579471461030544,"officer",52,0.000821134745053453,"defense",101,0.000854997502730066,"claims",185,0.000707291989249162,"hidden",412,0.00068970597097878,"road",108,0.000621589888804475
"195",195,"arson",16,0.000794162902665409,"knife",23,0.000753357353422863,"governor",37,0.000591498409348872,"aprista",37,0.0005498751634764,"colonel",38,0.000579471461030544,"el",51,0.000805343692263963,"note",101,0.000854997502730066,"community",182,0.0006958223894235,"truck",409,0.000684683840122138,"babil",107,0.000615834426871101
"196",196,"denver",16,0.000794162902665409,"pacific",23,0.000753357353422863,"guards",37,0.000591498409348872,"defense",37,0.0005498751634764,"lb",38,0.000579471461030544,"ministry",51,0.000805343692263963,"victim",101,0.000854997502730066,"region",180,0.000688175989539725,"personnel",398,0.000666269360314452,"informant",107,0.000615834426871101
"197",197,"devices",16,0.000794162902665409,"york",23,0.000753357353422863,"gunfire",37,0.000591498409348872,"limon",37,0.0005498751634764,"political",38,0.000579471461030544,"related",51,0.000805343692263963,"people's",100,0.000846532180920858,"motorcycle",178,0.00068052958965595,"iraq's",395,0.000661247229457811,"residential",107,0.000615834426871101
"198",198,"district",16,0.000794162902665409,"armed",22,0.000720602685882738,"miguel",37,0.000591498409348872,"local",37,0.0005498751634764,"rally",38,0.000579471461030544,"tamil",51,0.000805343692263963,"ambushed",99,0.000838066859111649,"responsible",177,0.000676706389714063,"occurred",392,0.000656225098601169,"armed",106,0.000610078964937726
"199",199,"failed",16,0.000794162902665409,"caliber",22,0.000720602685882738,"practice",37,0.000591498409348872,"palace",37,0.0005498751634764,"retired",38,0.000579471461030544,"ak",50,0.000789552639474474,"guard",99,0.000838066859111649,"eastern",176,0.000672883189772176,"vehicles",391,0.000654551054982289,"operation",106,0.000610078964937726
"200",200,"gas",16,0.000794162902665409,"consul",22,0.000720602685882738,"rockets",37,0.000591498409348872,"ambush",36,0.000535013672571632,"vice",38,0.000579471461030544,"court",50,0.000789552639474474,"hand",99,0.000838066859111649,"perpetrator",176,0.000672883189772176,"abdul",390,0.000652877011363408,"suicide",106,0.000610078964937726
