"","row","words_1970","n_1970","NA","words_1975","n_1975","NA","words_1980","n_1980","NA","words_1985","n_1985","NA","words_1990","n_1990","NA","words_1995","n_1995","NA","words_2000","n_2000","NA","words_2005","n_2005","NA","words_2010","n_2010","NA","words_2015","n_2015","NA"
"85",85,"trap",40,0.00198540725666352,"juan",41,0.0013429413691451,"bldg",85,0.00135884769715281,"government",80,0.00118891927238141,"limon",86,0.00131143541180597,"israeli",111,0.00175280685963333,"baghdad",209,0.00176925225812459,"rockets",456,0.00174337917350064,"balochistan",915,0.00153174991127569,"hartal",308,0.00177268227547943
"86",86,"vietnam",39,0.00193577207524694,"la",41,0.0013429413691451,"british",85,0.00135884769715281,"mortar",80,0.00118891927238141,"railway",86,0.00131143541180597,"activists",110,0.00173701580684384,"grenades",203,0.00171846032726934,"armed",455,0.00173955597355875,"violence",911,0.00152505373680017,"shops",305,0.00175541588967931
"87",87,"angeles",38,0.00188613689383035,"timed",41,0.0013429413691451,"convoy",84,0.0013428612536569,"pole",80,0.00118891927238141,"cano",85,0.00129618616283148,"government",110,0.00173701580684384,"jammu",203,0.00171846032726934,"market",455,0.00173955597355875,"mosque",877,0.00146813625375823,"bangladesh's",301,0.00173239404194581
"88",88,"david",35,0.00173723134958058,"air",40,0.00131018670160498,"al",83,0.00132687481016098,"catholic",78,0.00115919629057187,"turkish",84,0.00128093691385699,"militants",110,0.00173701580684384,"damage",202,0.00170999500546013,"building",451,0.0017242631737912,"planted",877,0.00146813625375823,"nationwide",301,0.00173239404194581
"89",89,"caliber",34,0.00168759616816399,"barracks",40,0.00131018670160498,"abortion",82,0.00131088836666507,"security",77,0.0011443347996671,"private",83,0.0012656876648825,"train",105,0.00165806054289639,"gunmen",200,0.00169306436184172,"house",421,0.00160956717553458,"building",872,0.00145976603566383,"firearms",293,0.00168635034647881
"90",90,"foot",34,0.00168759616816399,"el",40,0.00131018670160498,"chief",82,0.00131088836666507,"singh",76,0.00112947330876234,"security",82,0.00125043841590802,"mosque",104,0.00164226949010691,"chechen",196,0.00165920307460488,"town",420,0.00160574397559269,"khyber",868,0.0014530698611883,"isil",290,0.00166908396067868
"91",91,"detonated",33,0.00163796098674741,"gas",40,0.00131018670160498,"hotel",82,0.00131088836666507,"rifle",75,0.00111461181785757,"bridge",81,0.00123518916693353,"minister",101,0.00159489633173844,"nepal",196,0.00165920307460488,"local",415,0.00158662797588325,"neighborhood",865,0.00144804773033166,"dhaka",286,0.00164606211294518
"92",92,"filled",33,0.00163796098674741,"restaurant",40,0.00131018670160498,"barracks",81,0.00129490192316915,"shop",74,0.0010997503269528,"candidate",81,0.00123518916693353,"workers",101,0.00159489633173844,"occurred",193,0.00163380710917726,"mosque",410,0.00156751197617382,"chief",854,0.00142963325052398,"kilogram",284,0.00163455118907844
"93",93,"residence",33,0.00163796098674741,"grenades",39,0.00127743203406485,"molotov",81,0.00129490192316915,"hq",73,0.00108488883604803,"guard",79,0.00120469066898455,"algerian",100,0.00157910527894895,"officers",192,0.00162534178736805,"incendiary",405,0.00154839597646438,"tribal",850,0.00142293707604845,"fired",283,0.00162879572714506
"94",94,"thomas",33,0.00163796098674741,"ministry",39,0.00127743203406485,"consulate",80,0.00127891547967324,"chief",72,0.00107002734514326,"market",79,0.00120469066898455,"grenades",100,0.00157910527894895,"unspecified",192,0.00162534178736805,"policemen",401,0.00153310317669683,"mortars",848,0.00141958898881069,"army",282,0.00162304026521169
"95",95,"discovered",32,0.00158832580533082,"official",39,0.00127743203406485,"president",80,0.00127891547967324,"tax",71,0.0010551658542385,"hindu",77,0.00117419217103558,"russian",100,0.00157910527894895,"aceh",188,0.00159148050013121,"mortar",399,0.00152545677681306,"party",846,0.00141624090157293,"balochistan",282,0.00162304026521169
"96",96,"government",32,0.00158832580533082,"electric",38,0.00124467736652473,"american",79,0.00126292903617732,"camp",70,0.00104030436333373,"court",74,0.00112844442411211,"wounded",100,0.00157910527894895,"policemen",188,0.00159148050013121,"ûªs",391,0.00149487117727796,"bus",841,0.00140787068347853,"threw",276,0.00158850749361144
"97",97,"illinois",32,0.00158832580533082,"explosives",38,0.00124467736652473,"officer",79,0.00126292903617732,"official",70,0.00104030436333373,"oil",74,0.00112844442411211,"family",99,0.00156331422615946,"de",187,0.001583015178322,"west",389,0.00148722477739418,"council",839,0.00140452259624077,"rifles",274,0.00157699656974469
"98",98,"rico",32,0.00158832580533082,"frg",38,0.00124467736652473,"submachine",79,0.00126292903617732,"restaurant",70,0.00104030436333373,"restaurant",74,0.00112844442411211,"rebels",98,0.00154752317336997,"northern",187,0.001583015178322,"muslim",388,0.0014834015774523,"person",826,0.00138276002919532,"retaliation",268,0.00154246379814444
"99",99,"union",32,0.00158832580533082,"truck",38,0.00124467736652473,"policeman",77,0.00123095614918549,"stations",69,0.00102544287242896,"base",73,0.00111319517513762,"mayor",97,0.00153173212058048,"suicide",187,0.001583015178322,"sri",386,0.00147575517756852,"local",821,0.00137438981110092,"residence",266,0.00153095287427769
"100",100,"armory",31,0.00153869062391423,"turkish",38,0.00124467736652473,"village",77,0.00123095614918549,"director",68,0.00101058138152419,"party",73,0.00111319517513762,"united",97,0.00153173212058048,"type",187,0.001583015178322,"national",385,0.00147193197762663,"grenades",819,0.00137104172386316,"office",264,0.00151944195041094
"101",101,"caused",31,0.00153869062391423,"commercial",37,0.00121192269898461,"shop",75,0.00119898326219366,"electric",68,0.00101058138152419,"protest",72,0.00109794592616314,"homemade",96,0.00151594106779099,"attackers",182,0.00154068856927596,"north",380,0.0014528159779172,"bombs",817,0.0013676936366254,"mosque",263,0.00151368648847757
"102",102,"explosives",31,0.00153869062391423,"catholics",36,0.00117916803144448,"train",75,0.00119898326219366,"el",67,0.000995719890619427,"workers",72,0.00109794592616314,"local",96,0.00151594106779099,"force",181,0.00153222324746675,"set",380,0.0014528159779172,"pakhtunkhwa",806,0.00134927915681771,"base",260,0.00149642010267744
"103",103,"firebombs",31,0.00153869062391423,"executive",36,0.00117916803144448,"ambushed",69,0.00110306460121817,"hall",67,0.000995719890619427,"company",71,0.00108269667718865,"store",96,0.00151594106779099,"injuring",181,0.00153222324746675,"rocket",379,0.00144899277797531,"attacks",802,0.00134258298234219,"grenades",260,0.00149642010267744
"104",104,"force",31,0.00153869062391423,"security",36,0.00117916803144448,"armed",68,0.00108707815772225,"market",67,0.000995719890619427,"brigade",70,0.00106744742821416,"officials",93,0.00146856790942252,"pakistan",181,0.00153222324746675,"leader",363,0.00138782157890511,"mortar",794,0.00132919063339114,"diyala",258,0.00148490917881069
"105",105,"hall",31,0.00153869062391423,"sniper",36,0.00117916803144448,"oil",68,0.00108707815772225,"ministry",67,0.000995719890619427,"holiday",68,0.00103694893026518,"residents",91,0.00143698580384354,"department",179,0.00151529260384834,"oil",362,0.00138399837896322,"sectarian",772,0.00129236167377577,"checkpost",253,0.00145613186914382
"106",106,"kill",31,0.00153869062391423,"union",36,0.00117916803144448,"owner",68,0.00108707815772225,"court",66,0.000980858399714659,"consulate",67,0.0010216996812907,"church",90,0.00142119475105405,"west",179,0.00151529260384834,"kidnapped",361,0.00138017517902134,"larger",769,0.00128733954291913,"levant",249,0.00143311002141032
"107",107,"sticks",31,0.00153869062391423,"american",35,0.00114641336390436,"pistols",68,0.00108707815772225,"president",66,0.000980858399714659,"jose",67,0.0010216996812907,"explosives",90,0.00142119475105405,"russia",177,0.00149836196022992,"campaign",354,0.00135341277942813,"national",768,0.00128566549930025,"ukraine",246,0.00141584363561019
"108",108,"catholics",30,0.00148905544249764,"bombs",35,0.00114641336390436,"secretary",68,0.00108707815772225,"church",65,0.000965996908809892,"la",67,0.0010216996812907,"person",90,0.00142119475105405,"victims",176,0.00148989663842071,"gas",353,0.00134958957948624,"base",762,0.00127562123758697,"remote",243,0.00139857724981007
"109",109,"connected",30,0.00148905544249764,"businessman",35,0.00114641336390436,"airport",67,0.00107109171422634,"farm",64,0.000951135417905124,"director",66,0.00100645043231621,"restaurant",89,0.00140540369826456,"indonesia",173,0.00146450067299308,"bombs",346,0.00132282717989303,"attached",761,0.00127394719396809,"school",241,0.00138706632594332
"110",110,"minor",30,0.00148905544249764,"carabinieri",35,0.00114641336390436,"newspaper",67,0.00107109171422634,"land",64,0.000951135417905124,"shop",66,0.00100645043231621,"city",87,0.00137382159268558,"family",172,0.00145603535118388,"liberation",345,0.00131900397995114,"diyala",749,0.00125385867054152,"north",240,0.00138131086400995
"111",111,"americans",29,0.00143942026108105,"carlos",35,0.00114641336390436,"security",67,0.00107109171422634,"limpet",64,0.000951135417905124,"minibus",63,0.000960702685392744,"protest",87,0.00137382159268558,"extremists",171,0.00144757002937467,"tribal",340,0.0012998879802417,"saladin",749,0.00125385867054152,"controlled",235,0.00135253355434307
"112",112,"cocktails",29,0.00143942026108105,"govt",35,0.00114641336390436,"united",67,0.00107109171422634,"officer",64,0.000951135417905124,"united",63,0.000960702685392744,"shop",87,0.00137382159268558,"market",171,0.00144757002937467,"official",339,0.00129606478029982,"assault",748,0.00125218462692264,"bangladesh",228,0.00131224532080945
"113",113,"consisting",29,0.00143942026108105,"rico",35,0.00114641336390436,"road",66,0.00105510527073042,"owned",64,0.000951135417905124,"force",62,0.000945453436418256,"assailants",85,0.00134223948710661,"spain",170,0.00143910470756546,"residence",337,0.00128841838041604,"gas",748,0.00125218462692264,"homemade",225,0.00129497893500932
"114",114,"joseph",29,0.00143942026108105,"robert",35,0.00114641336390436,"ave",64,0.00102313238373859,"persons",64,0.000951135417905124,"civilian",61,0.000930204187443768,"official",85,0.00134223948710661,"believed",167,0.00141370874213783,"workers",330,0.00126165598082283,"pipeline",745,0.001247162496066,"division",222,0.0012777125492092
"115",115,"washington",29,0.00143942026108105,"shop",35,0.00114641336390436,"juan",64,0.00102313238373859,"deputy",63,0.000936273927000357,"facilities",61,0.000930204187443768,"south",85,0.00134223948710661,"traveling",165,0.00139677809851942,"afghan",328,0.00125400958093905,"targeting",722,0.00120865949283175,"oblast",222,0.0012777125492092
"116",116,"michael",28,0.00138978507966447,"spanish",35,0.00114641336390436,"official",64,0.00102313238373859,"district",63,0.000936273927000357,"govt",61,0.000930204187443768,"embassy",84,0.00132644843431712,"civilian",162,0.00137138213309179,"homemade",322,0.00123107038128773,"mine",719,0.0012036373619751,"post",222,0.0012777125492092
"117",117,"community",27,0.00134014989824788,"agency",34,0.00111365869636423,"cocktail",63,0.00100714594024267,"south",63,0.000936273927000357,"propelled",61,0.000930204187443768,"govt",84,0.00132644843431712,"set",162,0.00137138213309179,"pipeline",321,0.00122724718134584,"region",712,0.00119191905664294,"vehicles",215,0.00123742431567558
"118",118,"home",27,0.00134014989824788,"british",34,0.00111365869636423,"light",63,0.00100714594024267,"jeep",62,0.000921412436095589,"family",60,0.00091495493846928,"road",84,0.00132644843431712,"post",161,0.00136291681128258,"checkpoint",318,0.00121577758152018,"oil",685,0.00114671987893317,"libya",213,0.00122591339180883
"119",119,"patrick",27,0.00134014989824788,"club",34,0.00111365869636423,"luis",63,0.00100714594024267,"explosives",61,0.000906550945190822,"central",59,0.000899705689494792,"clinic",82,0.00129486632873814,"responsible",160,0.00135445148947337,"ied",318,0.00121577758152018,"kirkuk",670,0.00112160922464996,"saladin",204,0.00117411423440845
"120",120,"rican",27,0.00134014989824788,"manager",34,0.00111365869636423,"municipal",63,0.00100714594024267,"u.s",61,0.000906550945190822,"airport",58,0.000884456440520304,"injuries",82,0.00129486632873814,"destabilize",158,0.00133752084585496,"mosul",312,0.00119283838186886,"trend",670,0.00112160922464996,"sinai",199,0.00114533692474158
"121",121,"threw",27,0.00134014989824788,"mayor",34,0.00111365869636423,"restaurant",63,0.00100714594024267,"african",60,0.000891689454286054,"taxi",58,0.000884456440520304,"bldg",81,0.00127907527594865,"u.s",158,0.00133752084585496,"rebels",305,0.00116607598227565,"khan",666,0.00111491305017444,"car",198,0.0011395814628082
"122",122,"window",27,0.00134014989824788,"bar",33,0.00108090402882411,"carlos",60,0.000959186609754928,"shopping",58,0.000861966472476519,"barracks",57,0.000869207191545816,"gas",81,0.00127907527594865,"farc",154,0.00130365955861812,"tamil",302,0.00115460638244998,"benghazi",663,0.00110989091931779,"victims",198,0.0011395814628082
"123",123,"armed",26,0.00129051471683129,"central",33,0.00108090402882411,"private",59,0.000943200166259012,"juan",57,0.000847104981571751,"van",57,0.000869207191545816,"lanka",81,0.00127907527594865,"afghanistan",151,0.0012782635931905,"council",299,0.00114313678262432,"homemade",662,0.00110821687569891,"headquarters",192,0.00110504869120796
"124",124,"colorado",26,0.00129051471683129,"coffee",33,0.00108090402882411,"minister",58,0.000927213722763097,"peasants",57,0.000847104981571751,"church",56,0.000853957942571328,"athens",80,0.00126328422315916,"school",151,0.0012782635931905,"firearm",294,0.00112402078291488,"controlled",658,0.00110152070122339,"building",191,0.00109929322927458
"125",125,"estimated",26,0.00129051471683129,"facility",33,0.00108090402882411,"hall",57,0.000911227279267181,"protestant",57,0.000847104981571751,"foreigners",56,0.000853957942571328,"propelled",80,0.00126328422315916,"ûªs",151,0.0012782635931905,"believed",292,0.00111637438303111,"north",657,0.00109984665760451,"yemen",191,0.00109929322927458
"126",126,"inch",26,0.00129051471683129,"grenade",33,0.00108090402882411,"main",57,0.000911227279267181,"transmission",57,0.000847104981571751,"electrical",55,0.00083870869359684,"activist",78,0.00123170211758018,"minister",149,0.00126133294957208,"injuries",290,0.00110872798314733,"kilograms",651,0.00108980239589123,"assailant",189,0.00108778230540783
"127",127,"plant",26,0.00129051471683129,"local",33,0.00108090402882411,"pipeline",57,0.000911227279267181,"buses",56,0.000832243490666984,"fire",55,0.00083870869359684,"ambush",78,0.00123170211758018,"gas",148,0.00125286762776287,"kirkuk",288,0.00110108158326356,"nineveh",648,0.00108478026503459,"people's",189,0.00108778230540783
"128",128,"powder",26,0.00129051471683129,"business",32,0.00104814936128398,"court",55,0.000879254392275351,"lines",56,0.000832243490666984,"mosque",55,0.00083870869359684,"hotel",78,0.00123170211758018,"oil",145,0.00122747166233524,"type",287,0.00109725838332167,"mosul",646,0.00108143217779682,"set",189,0.00108778230540783
"129",129,"robert",26,0.00129051471683129,"fiat",32,0.00104814936128398,"substation",55,0.000879254392275351,"minister",56,0.000832243490666984,"air",54,0.000823459444622352,"molotov",78,0.00123170211758018,"center",144,0.00121900634052604,"devices",283,0.00108196558355412,"official",645,0.00107975813417794,"shabaab",188,0.00108202684347446
"130",130,"francisco",25,0.0012408795354147,"justice",32,0.00104814936128398,"university",55,0.000879254392275351,"air",55,0.000817381999762216,"businessman",54,0.000823459444622352,"policemen",78,0.00123170211758018,"company",141,0.00119361037509841,"targeting",281,0.00107431918367035,"damaged",636,0.00106469174160802,"somalia",188,0.00108202684347446
"131",131,"officers",25,0.0012408795354147,"prison",32,0.00104814936128398,"central",54,0.000863267948779435,"clinic",55,0.000817381999762216,"french",54,0.000823459444622352,"shot",78,0.00123170211758018,"grozny",141,0.00119361037509841,"arms",280,0.00107049598372846,"libya",620,0.00103790704370593,"truck",187,0.00107627138154108
"132",132,"attack",24,0.00119124435399811,"san",32,0.00104814936128398,"deputy",54,0.000863267948779435,"facilities",55,0.000817381999762216,"pylon",54,0.000823459444622352,"candidate",77,0.00121591106479069,"iraqi",141,0.00119361037509841,"ltte",279,0.00106667278378657,"checkpost",619,0.00103623300008705,"abducted",186,0.00107051591960771
"133",133,"jewish",24,0.00119124435399811,"booby",31,0.00101539469374386,"factory",54,0.000863267948779435,"factory",55,0.000817381999762216,"road",54,0.000823459444622352,"journalist",77,0.00121591106479069,"found",139,0.00117667973147999,"explosion",275,0.00105137998401902,"borne",605,0.00101279638942272,"philippines",184,0.00105900499574096
"134",134,"president",24,0.00119124435399811,"cocktail",31,0.00101539469374386,"institute",53,0.00084728150528352,"powerline",55,0.000817381999762216,"singh",54,0.000823459444622352,"political",77,0.00121591106479069,"srinagar",139,0.00117667973147999,"planted",267,0.00102079438448393,"attributed",603,0.00100944830218496,"tribal",183,0.00105324953380758
"135",135,"st",24,0.00119124435399811,"oil",31,0.00101539469374386,"local",53,0.00084728150528352,"sabotage",55,0.000817381999762216,"electric",53,0.000808210195647864,"agency",75,0.00118432895921171,"inside",138,0.00116821440967078,"shop",265,0.00101314798460015,"colonel",599,0.00100275212770944,"gas",179,0.00103022768607408
"136",136,"church",23,0.00114160917258153,"trap",31,0.00101539469374386,"protest",53,0.00084728150528352,"apra",54,0.000802520508857449,"infantry",53,0.000808210195647864,"border",74,0.00116853790642222,"local",136,0.00115128376605237,"southern",265,0.00101314798460015,"polling",597,0.000999404040471678,"party",178,0.00102447222414071
"137",137,"court",23,0.00114160917258153,"dealer",30,0.000982640026203734,"soldier",53,0.00084728150528352,"candidate",54,0.000802520508857449,"main",53,0.000808210195647864,"lebanon",74,0.00116853790642222,"checkpoint",134,0.00113435312243395,"borne",264,0.00100932478465826,"rifles",596,0.000997729996852798,"leader",177,0.00101871676220733
"138",138,"florida",23,0.00114160917258153,"department",30,0.000982640026203734,"raid",52,0.000831295061787604,"practice",54,0.000802520508857449,"wife",53,0.000808210195647864,"set",74,0.00116853790642222,"gaza",134,0.00113435312243395,"lanka",263,0.00100550158471638,"headquarters",590,0.000987685735139515,"mm",177,0.00101871676220733
"139",139,"hotel",23,0.00114160917258153,"luis",30,0.000982640026203734,"student",51,0.000815308618291689,"pylons",54,0.000802520508857449,"el",52,0.000792960946673376,"headquarters",73,0.00115274685363273,"violence",134,0.00113435312243395,"attacks",260,0.000994031984890714,"motorcycle",588,0.000984337647901754,"petrol",177,0.00101871676220733
"140",140,"house",23,0.00114160917258153,"son",30,0.000982640026203734,"antonio",49,0.000783335731299858,"election",53,0.000787659017952681,"shopping",52,0.000792960946673376,"pipe",73,0.00115274685363273,"caused",133,0.00112588780062474,"central",260,0.000994031984890714,"threw",588,0.000984337647901754,"anbar",173,0.000995694914473836
"141",141,"itt",23,0.00114160917258153,"african",29,0.00094988535866361,"belonging",49,0.000783335731299858,"oil",53,0.000787659017952681,"soldiers",52,0.000792960946673376,"force",72,0.00113695580084324,"house",130,0.00110049183519712,"company",259,0.000990208784948826,"united",587,0.000982663604282873,"artillery",172,0.000989939452540461
"142",142,"mexican",23,0.00114160917258153,"arms",29,0.00094988535866361,"businessman",49,0.000783335731299858,"operating",53,0.000787659017952681,"factory",51,0.000777711697698888,"injuring",72,0.00113695580084324,"pipe",130,0.00110049183519712,"shi",253,0.000967269585297502,"bomber",586,0.000980989560663993,"propelled",172,0.000989939452540461
"143",143,"power",23,0.00114160917258153,"cocktails",29,0.00094988535866361,"carrying",49,0.000783335731299858,"supermarket",53,0.000787659017952681,"helicopter",51,0.000777711697698888,"istanbul",71,0.00112116474805375,"border",129,0.00109202651338791,"ministry",251,0.000959623185413728,"ali",585,0.000979315517045112,"khan",170,0.000978428528673711
"144",144,"subsequently",23,0.00114160917258153,"district",29,0.00094988535866361,"coffee",49,0.000783335731299858,"telephone",52,0.000772797527047913,"soldier",51,0.000777711697698888,"specific",71,0.00112116474805375,"headquarters",128,0.0010835611915787,"road",250,0.00095579998547184,"victim",577,0.000965923168094068,"huthis",168,0.000966917604806962
"145",145,"electric",22,0.00109197399116494,"joseph",29,0.00094988535866361,"professor",49,0.000783335731299858,"helicopter",51,0.000757936036143146,"bar",50,0.0007624624487244,"attacks",69,0.00108958264247477,"leader",128,0.0010835611915787,"front",246,0.000940507185704291,"retaliation",575,0.000962575080856307,"maoists",166,0.000955406680940212
"146",146,"intimidate",22,0.00109197399116494,"navy",29,0.00094988535866361,"santa",49,0.000783335731299858,"luis",51,0.000757936036143146,"clinic",50,0.0007624624487244,"company",69,0.00108958264247477,"rockets",128,0.0010835611915787,"united",246,0.000940507185704291,"communities",562,0.00094081251381086,"ali",164,0.000943895757073463
"147",147,"time",22,0.00109197399116494,"personally",29,0.00094988535866361,"agency",48,0.000767349287803942,"puerto",50,0.000743074545238378,"driver",50,0.0007624624487244,"de",69,0.00108958264247477,"el",127,0.00107509586976949,"truck",245,0.000936683985762403,"anti",553,0.000925746121240935,"chief",164,0.000943895757073463
"148",148,"vehicles",22,0.00109197399116494,"protest",29,0.00094988535866361,"church",48,0.000767349287803942,"force",49,0.000728213054333611,"hq",50,0.0007624624487244,"guard",69,0.00108958264247477,"mention",125,0.00105816522615107,"blast",244,0.000932860785820516,"employee",549,0.000919049946765413,"power",163,0.000938140295140088
"149",149,"ambassador",21,0.00104233880974835,"railroad",29,0.00094988535866361,"public",48,0.000767349287803942,"shops",49,0.000728213054333611,"plant",50,0.0007624624487244,"male",69,0.00108958264247477,"kidnapped",124,0.00104969990434186,"dead",243,0.000929037585878629,"sindh",549,0.000919049946765413,"workers",162,0.000932384833206713
"150",150,"battery",21,0.00104233880974835,"rican",29,0.00094988535866361,"ulster",48,0.000767349287803942,"banks",47,0.000698490072524076,"practice",50,0.0007624624487244,"minor",69,0.00108958264247477,"settlement",124,0.00104969990434186,"insurgents",243,0.000929037585878629,"islamic",548,0.000917375903146532,"national",161,0.000926629371273338
"151",151,"consul",21,0.00104233880974835,"south",29,0.00094988535866361,"district",47,0.000751362844308027,"housing",47,0.000698490072524076,"secretary",50,0.0007624624487244,"algiers",68,0.00107379158968528,"truck",124,0.00104969990434186,"carrying",241,0.000921391185994854,"weighing",548,0.000917375903146532,"benghazi",157,0.000903607523539839
"152",152,"liberation",21,0.00104233880974835,"tower",29,0.00094988535866361,"facility",47,0.000751362844308027,"carlos",46,0.000683628581619308,"owned",49,0.000747213199749912,"civilian",67,0.00105800053689579,"person",123,0.00104123458253265,"grenades",237,0.000906098386227305,"minority",538,0.000900635466957727,"shiite",156,0.000897852061606464
"153",153,"owned",21,0.00104233880974835,"auto",28,0.000917130691123485,"hacienda",47,0.000751362844308027,"supermarkets",46,0.000683628581619308,"son",49,0.000747213199749912,"believed",66,0.00104220948410631,"bomber",122,0.00103276926072345,"israel",237,0.000906098386227305,"post",535,0.000895613336101085,"shot",156,0.000897852061606464
"154",154,"savings",21,0.00104233880974835,"court",28,0.000917130691123485,"propelled",46,0.000735376400812111,"water",46,0.000683628581619308,"club",48,0.000731963950775424,"businessman",66,0.00104220948410631,"mine",122,0.00103276926072345,"governorate",235,0.00089845198634353,"iraqi",526,0.000880546943531161,"commander",155,0.00089209659967309
"155",155,"secretary",21,0.00104233880974835,"industrialist",28,0.000917130691123485,"rifles",46,0.000735376400812111,"secretary",45,0.00066876709071454,"employee",48,0.000731963950775424,"front",66,0.00104220948410631,"muslim",122,0.00103276926072345,"israeli",231,0.00088315918657598,"anbar",523,0.000875524812674519,"khyber",154,0.000886341137739715
"156",156,"clock",20,0.000992703628331762,"train",28,0.000917130691123485,"royal",46,0.000735376400812111,"st",45,0.00066876709071454,"tourist",48,0.000731963950775424,"pakistan",65,0.00102641843131682,"officer",122,0.00103276926072345,"sunni",230,0.000879335986634093,"majority",518,0.000867154594580116,"muhammad",151,0.000869074751939591
"157",157,"cuban",20,0.000992703628331762,"unit",28,0.000917130691123485,"south",46,0.000735376400812111,"anti",44,0.000653905599809773,"axe",47,0.000716714701800936,"pylon",64,0.00101062737852733,"planted",122,0.00103276926072345,"tigers",230,0.000879335986634093,"shop",516,0.000863806507342355,"pakhtunkhwa",151,0.000869074751939591
"158",158,"east",20,0.000992703628331762,"council",27,0.000884376023583361,"wife",46,0.000735376400812111,"cano",44,0.000653905599809773,"hall",47,0.000716714701800936,"damaged",63,0.000994836325737837,"rifles",122,0.00103276926072345,"nepal",227,0.000867866386808431,"intimidate",513,0.000858784376485714,"construction",150,0.000863319290006216
"159",159,"facility",20,0.000992703628331762,"david",27,0.000884376023583361,"base",45,0.000719389957316196,"health",44,0.000653905599809773,"checkpoint",46,0.000701465452826448,"democratic",63,0.000994836325737837,"soldier",122,0.00103276926072345,"blew",224,0.000856396786982769,"somalia",504,0.000843717983915789,"council",150,0.000863319290006216
"160",160,"gun",20,0.000992703628331762,"dept",27,0.000884376023583361,"civilian",45,0.000719389957316196,"main",44,0.000653905599809773,"housing",46,0.000701465452826448,"angola",62,0.000979045272948348,"workers",122,0.00103276926072345,"frontier",224,0.000856396786982769,"thailand",502,0.000840369896678028,"believed",149,0.000857563828072841
"161",161,"kansas",20,0.000992703628331762,"deputy",27,0.000884376023583361,"cultural",45,0.000719389957316196,"pistols",44,0.000653905599809773,"municipal",46,0.000701465452826448,"indian",62,0.000979045272948348,"sri",121,0.00102430393891424,"bank",223,0.000852573587040881,"yemen",499,0.000835347765821386,"camp",147,0.000846052904206092
"162",162,"movement",20,0.000992703628331762,"german",27,0.000884376023583361,"facilities",45,0.000719389957316196,"road",44,0.000653905599809773,"operating",46,0.000701465452826448,"planted",62,0.000979045272948348,"hotel",120,0.00101583861710503,"maoist",223,0.000852573587040881,"construction",495,0.000828651591345864,"restaurant",144,0.000828786518405967
"163",163,"tossed",20,0.000992703628331762,"international",27,0.000884376023583361,"farm",45,0.000719389957316196,"antonio",43,0.000639044108905005,"policemen",46,0.000701465452826448,"soldier",62,0.000979045272948348,"citizens",119,0.00100737329529582,"yala",220,0.000841103987215219,"home",491,0.000821955416870342,"abu",143,0.000823031056472592
"164",164,"county",19,0.000943068446915174,"manuel",27,0.000884376023583361,"fire",45,0.000719389957316196,"consulate",43,0.000639044108905005,"sabotage",46,0.000701465452826448,"abortion",61,0.000963254220158858,"gun",118,0.000998907973486612,"balochistan",218,0.000833457587331445,"incendiary",490,0.000820281373251461,"guns",143,0.000823031056472592
"165",165,"el",19,0.000943068446915174,"owner",27,0.000884376023583361,"stations",45,0.000719389957316196,"defused",43,0.000639044108905005,"juan",45,0.00068621620385196,"chief",61,0.000963254220158858,"ireland",117,0.000990442651677403,"extremists",216,0.00082581118744767,"afghan",486,0.000813585198775939,"machine",142,0.000817275594539218
"166",166,"federal",19,0.000943068446915174,"package",27,0.000884376023583361,"airlines",44,0.00070340351382028,"agricultural",42,0.000624182618000238,"public",45,0.00068621620385196,"explosion",61,0.000963254220158858,"church",115,0.000973512008058986,"damaged",215,0.000821987987505783,"road",484,0.000810237111538178,"mortar",139,0.000800009208739093
"167",167,"incidents",19,0.000943068446915174,"rifles",27,0.000884376023583361,"sabotage",44,0.00070340351382028,"councilman",42,0.000624182618000238,"radio",45,0.00068621620385196,"sla",61,0.000963254220158858,"weapon",115,0.000973512008058986,"communist",213,0.000814341587622008,"head",480,0.000803540937062656,"rifle",139,0.000800009208739093
"168",168,"juan",19,0.000943068446915174,"market",26,0.000851621356043236,"vehicles",44,0.00070340351382028,"sadf",42,0.000624182618000238,"telephone",45,0.00068621620385196,"union",59,0.000931672114579879,"automatic",114,0.000965046686249778,"eelam",213,0.000814341587622008,"workers",477,0.000798518806206015,"united",133,0.000765476437138845
"169",169,"protestants",19,0.000943068446915174,"martin",26,0.000851621356043236,"arson",43,0.000687417070324365,"union",42,0.000624182618000238,"council",44,0.000670966954877472,"detonated",58,0.00091588106179039,"north",114,0.000965046686249778,"mortars",213,0.000814341587622008,"nigeria",471,0.000788474544492731,"shop",132,0.00075972097520547
"170",170,"charles",18,0.000893433265498585,"student",26,0.000851621356043236,"attack",43,0.000687417070324365,"university",42,0.000624182618000238,"department",44,0.000670966954877472,"vehicles",58,0.00091588106179039,"time",114,0.000965046686249778,"policeman",213,0.000814341587622008,"sahwa",464,0.000776756239160568,"nigeria",131,0.000753965513272095
"171",171,"college",18,0.000893433265498585,"telephone",26,0.000851621356043236,"business",43,0.000687417070324365,"american",41,0.00060932112709547,"journalist",44,0.000670966954877472,"arson",57,0.0009000900090009,"villagers",114,0.000965046686249778,"somalia",213,0.000814341587622008,"armed",463,0.000775082195541687,"npa",130,0.00074821005133872
